Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Price_Clean,Date_Clean,Returned,Complaint_Count,Subject,Message_Body,Complaint_Category,Sentiment
101049,2023-12-13,C0001,Electronics,NoiseCancel Headphones,288,1,Paid,288.0,2023-12-13,False,0.0,,,None,None
100686,2023-12-05,C0059,Electronics,Tablet A,753.90,1,Paid,753.9,2023-12-05,False,2.0,NordLock Pro battery drains fast | Battery problem with my lock,"<p>My smart lock dies in 2 days.
I changed batteries and it still drains quickly.
Please help ASAP.
Also: battery dies.

<br><br>--<br>NordTech Customer</p><br><p>Please help!</p>

My order #100686. | <p>My NordLock Pro dies in 2 days.
I changed batteries and it still dies.
This is unacceptable.

<br><br>--<br>NordTech Customer</p>

Order number: 100686",Battery Issue,Negative
100233,24/11/2023,C0278,Electronics,TV Pro,1041.16,1,Paid,1041.16,2023-11-24,False,0.0,,,None,None
100094,2023-11-18,C0076,Accessories,Charger,"28,32 EUR",3,Paid,28.32,2023-11-18,False,0.0,,,None,None
100215,23/11/2023,C0063,Electronics,Smartphone Z,1077.99,1,Paid,1077.99,2023-11-23,False,0.0,,,None,None
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,1601.36,2023-11-26,False,0.0,,,None,None
100202,2023-11-23,C0002,Smart Home,NordLock Pro,$186.48,1,Pending,186.48,2023-11-23,False,0.0,,,None,None
100290,2023-11-25,C0002,Accessories,Phone Case,12.32,1,Paid,12.32,2023-11-25,False,0.0,,,None,None
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,672.16,2023-12-06,False,0.0,,,None,None
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,727.66,2023-11-27,False,0.0,,,None,None
101141,01/12/2023,C0038,Accessories,Accessory Bundle,55.24,3,Paid,55.24,2023-12-01,False,0.0,,,None,None
100891,2023-12-09,C0008,Smart Home,NordLock Pro,"212,31 EUR",2,Paid,212.31,2023-12-09,False,0.0,,,None,None
101188,2023-12-10,C0062,Accessories,Wireless Mouse,32.09,1,Paid,32.09,2023-12-10,False,0.0,,,None,None
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,"166,52 EUR",1,Paid,166.52,2023-11-18,False,0.0,,,None,None
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.50,1,Paid,231.5,2023-12-09,False,0.0,,,None,None
100070,2023-11-17,C0124,Accessories,Accessory Bundle,"86,79 EUR",1,Paid,86.79,2023-11-17,False,1.0,Return request,"<p>I want to return this product.
It is not working.
Please send return instructions.
Also: want a refund.

<p>Thanks</p><p>Customer</p></p><br><p>This is unacceptable.</p>

Order number: 100070",Defect / Refund,Negative
100797,07/12/2023,C0097,Electronics,Tablet A,583.65,1,Paid,583.65,2023-12-07,False,0.0,,,None,None
100721,2023-12-06,C0085,Smart Home,NordLock Pro,"200,26 EUR",1,Paid,200.26,2023-12-06,False,2.0,Product defective | Can't open the door,"<p>The product is defective.
Very disappointed.
Please help.
Also: doesn't work.

Sent from my Android device</p><br><p>Please help!</p>

My order #100721. | I am stuck outside — the lock will not unlock.
The app shows not responding.
I can't get into my house.

<br><br>--<br>NordTech Customer

Order number: 100721",Connectivity,Negative
100796,2023-12-07,C0145,Accessories,Wireless Mouse,"43,57 EUR",1,Paid,43.57,2023-12-07,False,3.0,Tracking shows no updates | Not working as expected | Tracking shows no updates,"<p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?
Also: delivery late.

Sent from my Android device</p>

My order #100796. | <p>The product is not working.
This should not happen.
What are my options?

<br><br>--<br>NordTech Customer</p>

Order number: 100796 | <p>My delivery is delayed.
Tracking shows in transit for days.
Where is my order?
Also: delivery late.

Sent from my Android device</p>

My order #100796.",Connectivity,Neutral
100353,28/11/2023,C0010,Electronics,NoiseCancel Headphones,"297,95 EUR",1,Failed,297.95,2023-11-28,False,0.0,,,None,None
100352,2023-11-28,C0013,Electronics,Laptop X,1343,1,Paid,1343.0,2023-11-28,False,0.0,,,None,None
100551,02/12/2023,C0200,Electronics,Tablet A,"445,23 EUR",1,Paid,445.23,2023-12-02,False,0.0,,,None,None
100404,2023-11-29,C0017,Smart Home,NordTherm,"83,85 EUR",1,Paid,83.85,2023-11-29,False,0.0,,,None,None
100715,06/12/2023,C0002,Electronics,NoiseCancel Headphones,"330,75 EUR",1,Paid,330.75,2023-12-06,False,0.0,,,None,None
100170,2023-11-22,C0199,Electronics,TV Pro,"1 050,20 EUR",1,Failed,1050.2,2023-11-22,False,0.0,,,None,None
100431,29/11/2023,C0310,Smart Home,NordLock Pro,"193,31 EUR",1,Paid,193.31,2023-11-29,False,0.0,,,None,None
100608,2023-12-04,C0024,Smart Home,NordTherm,"81,21 EUR",1,Paid,81.21,2023-12-04,False,0.0,,,None,None
100648,2023-12-05,C0024,Electronics,Smartphone Z,834.38,1,Paid,834.38,2023-12-05,False,0.0,,,None,None
100623,04/12/2023,C0002,Accessories,Laptop Sleeve,"43,96 EUR",2,Paid,43.96,2023-12-04,False,0.0,,,None,None
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.70,2,Paid,300.7,2023-11-27,False,0.0,,,None,None
100742,2023-12-07,C0001,Accessories,USB-C Cable,"10,69 EUR",4,Paid,10.69,2023-12-07,False,0.0,,,None,None
100873,2023-12-09,C0004,Electronics,Smartphone Z,"863,18 EUR",1,Paid,863.18,2023-12-09,False,0.0,,,None,None
100078,18/11/2023,C0007,Electronics,Tablet A,"527,12 EUR",1,Paid,527.12,2023-11-18,False,0.0,,,None,None
101143,2023-12-10,C0001,Electronics,TV Pro,"970,60 EUR",1,Paid,970.6,2023-12-10,False,0.0,,,None,None
100910,10/12/2023,C0006,Smart Home,NordLock Pro,181.92,1,Failed,181.92,2023-12-10,False,0.0,,,None,None
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,187.29,2023-11-29,False,0.0,,,None,None
100272,25/11/2023,C0003,Electronics,TV Pro,1118.62,1,Paid,1118.62,2023-11-25,False,0.0,,,None,None
100081,18/11/2023,C0091,Electronics,Tablet A,372.51,1,Paid,372.51,2023-11-18,False,0.0,,,None,None
100280,2023-11-25,C0002,Accessories,Charger,"39,36 EUR",1,Paid,39.36,2023-11-25,False,0.0,,,None,None
100837,08/12/2023,C0006,Electronics,Tablet A,"702,29 EUR",1,Paid,702.29,2023-12-08,False,0.0,,,None,None
100506,2023-12-01,C0057,Accessories,Screen Protector,7.12,1,Paid,7.12,2023-12-01,False,1.0,Product defective,"The product is broken.<br>Poor quality.<br>What are my options?<br><br><br><br>--<br>NordTech Customer

My order #100506.",Defect / Refund,Neutral
100364,2023-11-28,C0003,Electronics,TV Pro,$1094.93,1,Paid,1094.93,2023-11-28,False,0.0,,,None,None
101173,2023-12-07,C0002,Electronics,Tablet A,$636.80,1,Paid,636.8,2023-12-07,False,0.0,,,None,None
100612,2023-12-04,C0052,Accessories,Charger,"35,09 EUR",3,Pending,35.09,2023-12-04,False,0.0,,,None,None
100040,2023-11-16,C0238,Electronics,Laptop X,1653.40,1,Paid,1653.4,2023-11-16,False,0.0,,,None,None
101085,2023-12-13,C0038,Smart Home,NordCam Mini,"91,86 EUR",2,Paid,91.86,2023-12-13,False,0.0,,,None,None
100412,29/11/2023,C0053,Electronics,TV Pro,1261.41,1,Paid,1261.41,2023-11-29,False,0.0,,,None,None
100278,25/11/2023,C0181,Smart Home,NordLock Pro,"247,91 EUR",1,Paid,247.91,2023-11-25,False,0.0,,,None,None
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,211.15,2023-12-14,False,2.0,Can't open the door | Battery problem with my lock,"<p>I am stuck outside — the lock does not respond.
The app shows offline.
I need immediate assistance.

—
Regards,
A very unhappy customer</p><br><p>Please help!</p>

My order #101101. | My NordLock Pro dies in a day.<br>I changed batteries and it still drains quickly.<br>Please help ASAP.<br>Also: battery drains.<br><br>Sent from my iPhone

Order number: 101101",Battery Issue,Negative
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185,1,Paid,185.0,2023-12-03,False,0.0,,,None,None
100827,2023-12-08,C0013,Electronics,Tablet A,$665.07,1,Paid,665.07,2023-12-08,True,0.0,,,None,None
100561,03/12/2023,C0002,Electronics,Tablet A,"771,78 EUR",1,Paid,771.78,2023-12-03,False,0.0,,,None,None
101183,21/11/2023,C0170,Accessories,Charger,30.35,2,Paid,30.35,2023-11-21,False,0.0,,,None,None
100426,2023-11-29,C0031,Accessories,Screen Protector,$8.99,2,Failed,8.99,2023-11-29,False,0.0,,,None,None
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,1536.64,2023-11-27,False,0.0,,,None,None
100998,12/12/2023,C0001,Accessories,Laptop Sleeve,"23,36 EUR",1,Failed,23.36,2023-12-12,False,0.0,,,None,None
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,441.24,2023-12-13,False,1.0,Product defective,"<p>The product is not working.
Poor quality.
What are my options?
Also: defective.

Sent from my Android device</p><br><p>This is unacceptable.</p>

Order number: 101047",Defect / Refund,Negative
100471,2023-11-30,C0019,Smart Home,NordLock Pro,$180.99,1,Paid,180.99,2023-11-30,False,0.0,,,None,None
100303,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,224.82,2023-11-26,False,0.0,,,None,None
101002,12/12/2023,C0008,Electronics,Tablet A,318.91,1,Paid,318.91,2023-12-12,False,0.0,,,None,None
100570,2023-12-03,C0001,Accessories,Laptop Sleeve,"19,23 EUR",1,Paid,19.23,2023-12-03,False,0.0,,,None,None
100058,2023-11-17,C0031,Electronics,TV Pro,"914,97 EUR",1,Paid,914.97,2023-11-17,False,0.0,,,None,None
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,"180,76 EUR",1,Paid,180.76,2023-11-29,False,1.0,Where is my order?,"<p>My delivery is stuck.
Tracking shows pending.
This is taking too long.
Also: tracking.

<br><br>--<br>NordTech Customer</p><br><p>ASAP</p>

Ref: TX-100395",Delivery,Negative
100093,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,894.13,2023-11-18,False,0.0,,,None,None
100798,2023-12-08,C0004,Accessories,Laptop Sleeve,41.56,1,Paid,41.56,2023-12-08,False,0.0,,,None,None
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,1597.38,2023-12-03,False,0.0,,,None,None
100484,2023-12-01,C0137,Smart Home,NordCam Mini,80,1,Paid,80.0,2023-12-01,False,1.0,Where is my order?,"My delivery is late.<br>Tracking shows in transit for days.<br>Where is my order?<br><br>Sent from my iPhone

Ref: TX-100484",Delivery,Neutral
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,258.75,2023-11-25,True,2.0,Tracking shows no updates | Very disappointed,"<p>My delivery is stuck.
Tracking shows no updates.
Where is my order?

Sent from my Android device</p>

Order number: 100261 | The product is not working.
Very disappointed.
Please help.

Sent from my Android device

Order number: 100261",Connectivity,Negative
100084,2023-11-18,C0001,Accessories,Wireless Mouse,"56,31 EUR",1,Paid,56.31,2023-11-18,False,0.0,,,None,None
100592,2023-12-03,C0024,Smart Home,NordLock Pro,"189,75 EUR",1,Paid,189.75,2023-12-03,False,0.0,,,None,None
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,1446.04,2023-11-15,False,0.0,,,None,None
100042,2023-11-16,C0002,Accessories,Charger,"18,80 EUR",3,Paid,18.8,2023-11-16,False,0.0,,,None,None
100327,2023-11-27,C0002,Electronics,Laptop X,$1437.50,1,Paid,1437.5,2023-11-27,False,0.0,,,None,None
100087,18/11/2023,C0002,Accessories,Accessory Bundle,32.79,1,Paid,32.79,2023-11-18,False,0.0,,,None,None
100457,30/11/2023,C0010,Accessories,Screen Protector,5,1,Paid,5.0,2023-11-30,False,0.0,,,None,None
100965,2023-12-11,C0279,Accessories,Screen Protector,"12,26 EUR",1,Paid,12.26,2023-12-11,False,1.0,Where is my order?,"My delivery is late.
Tracking shows in transit for days.
Please update me.
Also: tracking.

Sent from my Android device

My order #100965.",Delivery,Neutral
101028,2023-12-12,C0044,Accessories,Wireless Mouse,"31,71 EUR",1,Paid,31.71,2023-12-12,False,1.0,NordLock Pro pairing issue,"The app will not connect to WiFi.
I tried reinstalling the app but it fails.
It worked once and then stopped.
Also: bluetooth.

<br><br>--<br>NordTech Customer

My order #101028.",Connectivity,Neutral
100731,06/12/2023,C0002,Electronics,TV Pro,"1405,31 EUR",2,Paid,1405.31,2023-12-06,False,0.0,,,None,None
100852,09/12/2023,C0113,Accessories,USB-C Cable,"18,62 EUR",2,Paid,18.62,2023-12-09,False,0.0,,,None,None
100916,2023-12-10,C0003,Electronics,Laptop X,"1608,63 EUR",1,Paid,1608.63,2023-12-10,False,0.0,,,None,None
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,26.47,2023-12-13,False,1.0,NordLock Pro won't unlock,"<p>I am stuck outside — the lock will not unlock.
The app shows offline.
I need immediate assistance.
Also: locked out.

—
Regards,
A very unhappy customer</p><br><p>ASAP</p>

Order number: 101071",Connectivity,Negative
101160,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,19.93,2023-11-25,False,0.0,,,None,None
100108,19/11/2023,C0008,Smart Home,NordPlug,$24.89,1,Paid,24.89,2023-11-19,False,0.0,,,None,None
100690,2023-12-06,C0003,Smart Home,NordLock Pro,$192.91,1,Paid,192.91,2023-12-06,False,0.0,,,None,None
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,45.19,2023-12-11,False,1.0,Where is my order?,"My delivery is delayed.
Tracking shows no updates.
This is taking too long.

—
Regards,
A very unhappy customer

Order number: 100986",Connectivity,Negative
100747,07/12/2023,C0006,Accessories,Screen Protector,$11.32,4,Paid,11.32,2023-12-07,False,0.0,,,None,None
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,202.54,2023-12-13,False,0.0,,,None,None
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,2023-11-28,False,0.0,,,None,None
100165,22/11/2023,C0001,Electronics,Smartphone Z,$771.06,1,Paid,771.06,2023-11-22,False,0.0,,,None,None
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,916.41,2023-12-07,False,0.0,,,None,None
100039,2023-11-16,C0003,Accessories,Accessory Bundle,"91,93 EUR",2,Paid,91.93,2023-11-16,False,0.0,,,None,None
100149,2023-11-21,C0001,Electronics,Tablet A,"475,44 EUR",1,Paid,475.44,2023-11-21,False,0.0,,,None,None
100068,17/11/2023,C0004,Accessories,Accessory Bundle,84.63,2,Paid,84.63,2023-11-17,False,0.0,,,None,None
100260,2023-11-25,C0003,Electronics,Smartphone Z,"706,61 EUR",2,Paid,706.61,2023-11-25,False,0.0,,,None,None
100558,03/12/2023,C0008,Electronics,Tablet A,$356.42,1,Paid,356.42,2023-12-03,False,0.0,,,None,None
100184,22/11/2023,C0028,Smart Home,NordLock Pro,"210,27 EUR",2,Paid,210.27,2023-11-22,False,0.0,,,None,None
101079,13/12/2023,C0003,Accessories,Charger,"40,81 EUR",1,Paid,40.81,2023-12-13,False,0.0,,,None,None
101094,2023-12-14,C0030,Electronics,Laptop X,"1326,30 EUR",2,Paid,1326.3,2023-12-14,False,3.0,Very disappointed | Can't connect the app | NordLock Pro battery drains fast,"The product is not working.
Poor quality.
What are my options?
Also: poor quality.

—
Regards,
A very unhappy customer

Order number: 101094 | The app will not connect to WiFi.<br>I tried reinstalling the app but it fails.<br>Please advise.<br><br><p>Thanks</p><p>Customer</p>

Order number: 101094 | My smart lock dies in a day.
I changed batteries and it still dies.
This is unacceptable.

Sent from my iPhone

Order number: 101094",Battery Issue,Negative
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,157.39,2023-12-11,False,0.0,,,None,None
100054,2023-11-17,C0011,Electronics,Laptop X,"1 798,82 EUR",1,Paid,1798.82,2023-11-17,False,0.0,,,None,None
100617,2023-12-04,C0002,Electronics,Tablet A,$351.21,1,Paid,351.21,2023-12-04,False,0.0,,,None,None
100136,20/11/2023,C0256,Smart Home,NordTherm,85,2,Paid,85.0,2023-11-20,False,0.0,,,None,None
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,68.13,2023-12-11,False,2.0,Battery dies in 2 days | Return request,"My NordLock Pro battery drains in a day.<br>I changed batteries and it still drains quickly.<br>This is unacceptable.<br>Also: battery dies.<br><br>—<br>Regards,<br>A very unhappy customer

My order #100974. | <p>I want to return this product.
It is not working.
Please send return instructions.

Sent from my Android device</p>

My order #100974.",Battery Issue,Negative
100955,2023-12-11,C0002,Accessories,Screen Protector,"5,43 EUR",1,Paid,5.43,2023-12-11,False,0.0,,,None,None
100221,2023-11-24,C0001,Electronics,TV Pro,"1 386,66 EUR",1,Paid,1386.66,2023-11-24,False,0.0,,,None,None
101060,2023-12-13,C0001,Electronics,TV Pro,1293.65,1,Paid,1293.65,2023-12-13,False,0.0,,,None,None
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,$302.52,1,Paid,302.52,2023-12-06,False,0.0,,,None,None
101151,2023-12-11,C0007,Accessories,Accessory Bundle,"44,45 EUR",1,Paid,44.45,2023-12-11,False,0.0,,,None,None
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201,1,Paid,201.0,2023-12-09,False,2.0,Very disappointed | Battery problem with my lock,"<p>The product is defective.
This should not happen.
Please help.

—
Regards,
A very unhappy customer</p>

My order #100861. | My smart lock battery drains in a day.<br>I changed batteries and it still dies.<br>Please help ASAP.<br><br>Sent from my iPhone

Order number: 100861",Battery Issue,Negative
100329,2023-11-27,C0001,Accessories,Phone Case,"12,21 EUR",2,Paid,12.21,2023-11-27,False,0.0,,,None,None
100835,08/12/2023,C0023,Electronics,Laptop X,"1 517,20 EUR",1,Paid,1517.2,2023-12-08,False,0.0,,,None,None
100312,26/11/2023,C0148,Electronics,Laptop X,$1691.90,1,Paid,1691.9,2023-11-26,False,0.0,,,None,None
100377,2023-11-28,C0009,Accessories,USB-C Cable,"19,51 EUR",1,Paid,19.51,2023-11-28,False,0.0,,,None,None
100639,04/12/2023,C0042,Smart Home,NordLock Pro,"223,67 EUR",2,Paid,223.67,2023-12-04,False,0.0,,,None,None
101098,2023-12-14,C0001,Accessories,Charger,"22,04 EUR",1,Paid,22.04,2023-12-14,False,0.0,,,None,None
100173,22/11/2023,C0008,Electronics,Smartphone Z,"1043,81 EUR",1,Paid,1043.81,2023-11-22,False,0.0,,,None,None
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,1389.38,2023-12-09,False,0.0,,,None,None
100560,03/12/2023,C0196,Electronics,Smartphone Z,$840.55,1,Paid,840.55,2023-12-03,False,0.0,,,None,None
100289,2023-11-25,C0005,Smart Home,NordLock Pro,249.63,2,Paid,249.63,2023-11-25,False,0.0,,,None,None
100294,25/11/2023,C0002,Accessories,USB-C Cable,13.57,2,Paid,13.57,2023-11-25,False,0.0,,,None,None
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,8.41,2023-11-29,False,0.0,,,None,None
101154,2023-12-11,C0015,Smart Home,NordLock Pro,"241,95 EUR",1,Paid,241.95,2023-12-11,False,0.0,,,None,None
100666,05/12/2023,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,22.57,2023-12-05,False,0.0,,,None,None
100270,25/11/2023,C0031,Accessories,Laptop Sleeve,$17.02,2,Paid,17.02,2023-11-25,False,0.0,,,None,None
101087,2023-12-14,C0009,Electronics,Tablet A,484.26,1,Paid,484.26,2023-12-14,False,0.0,,,None,None
100321,2023-11-27,C0004,Accessories,Accessory Bundle,"51,76 EUR",1,Paid,51.76,2023-11-27,False,0.0,,,None,None
100462,2023-11-30,C0009,Electronics,Laptop X,"1389,57 EUR",1,Paid,1389.57,2023-11-30,False,0.0,,,None,None
100370,2023-11-28,C0217,Accessories,USB-C Cable,"19,89 EUR",2,Failed,19.89,2023-11-28,False,0.0,,,None,None
100218,2023-11-23,C0004,Electronics,Smartphone Z,"989,29 EUR",2,Paid,989.29,2023-11-23,False,0.0,,,None,None
100083,18/11/2023,C0002,Smart Home,NordLock Pro,215,1,Paid,215.0,2023-11-18,False,0.0,,,None,None
100273,2023-11-25,C0002,Electronics,Laptop X,"1374,89 EUR",1,Paid,1374.89,2023-11-25,False,0.0,,,None,None
100637,2023-12-04,C0003,Electronics,Smartphone Z,713,1,Paid,713.0,2023-12-04,False,0.0,,,None,None
101103,2023-12-14,C0103,Accessories,Accessory Bundle,63.95,1,Paid,63.95,2023-12-14,False,2.0,Very disappointed | NordLock Pro pairing issue,"The product is not working.<br>Poor quality.<br>What are my options?<br><br>—<br>Regards,<br>A very unhappy customer

Order number: 101103 | The app will not connect to WiFi.<br>I tried reinstalling the app but it fails.<br>It worked once and then stopped.<br><br><br><br>--<br>NordTech Customer

My order #101103.",Connectivity,Negative
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,"252,35 EUR",1,Paid,252.35,2023-11-22,False,0.0,,,None,None
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,27.83,2023-12-03,False,0.0,,,None,None
100410,2023-11-29,C0026,Accessories,Accessory Bundle,"35,78 EUR",1,Pending,35.78,2023-11-29,False,0.0,,,None,None
100401,2023-11-29,C0017,Accessories,Phone Case,10,1,Paid,10.0,2023-11-29,False,0.0,,,None,None
100438,2023-11-30,C0010,Accessories,Charger,$20.58,1,Paid,20.58,2023-11-30,False,0.0,,,None,None
100600,04/12/2023,C0043,Accessories,Phone Case,"32,88 EUR",1,Paid,32.88,2023-12-04,False,0.0,,,None,None
100753,2023-12-07,C0040,Electronics,Tablet A,"436,32 EUR",1,Paid,436.32,2023-12-07,False,1.0,Battery dies in 2 days,"My smart lock battery drains in a day.
I changed batteries and it still dies.
I can't rely on this.
Also: 2 days.

Sent from my Android device

Ref: TX-100753",Battery Issue,Neutral
100765,2023-12-07,C0080,Electronics,Laptop X,"1361,87 EUR",1,Paid,1361.87,2023-12-07,False,0.0,,,None,None
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201,2,Paid,201.0,2023-12-07,False,0.0,,,None,None
101064,13/12/2023,C0002,Accessories,Phone Case,16.39,3,Paid,16.39,2023-12-13,False,0.0,,,None,None
100477,30/11/2023,C0001,Smart Home,NordLock Pro,$195.76,1,Pending,195.76,2023-11-30,False,0.0,,,None,None
100936,2023-12-11,C0151,Electronics,TV Pro,"1641,80 EUR",1,Paid,1641.8,2023-12-11,False,2.0,Tracking shows no updates | Battery dies in 2 days,"My delivery is delayed.<br>Tracking shows pending.<br>Where is my order?<br><br>Sent from my Android device

My order #100936. | <p>My smart lock dies in 2 days.
I tried new batteries and it still dies.
Please help ASAP.

Sent from my iPhone</p><br><p>ASAP</p>

My order #100936.",Battery Issue,Negative
100489,2023-12-01,C0015,Electronics,Tablet A,559,2,Paid,559.0,2023-12-01,False,0.0,,,None,None
100238,2023-11-24,C0270,Accessories,USB-C Cable,17,1,Paid,17.0,2023-11-24,False,0.0,,,None,None
100026,16/11/2023,C0091,Electronics,NoiseCancel Headphones,"192,39 EUR",1,Paid,192.39,2023-11-16,False,0.0,,,None,None
100244,2023-11-24,C0002,Electronics,NoiseCancel Headphones,229.51,1,Paid,229.51,2023-11-24,False,0.0,,,None,None
